Transaction ID,IP,City,Lat,Lng,Continent,Capital,Country,ASN,Organization
c3c908ae-e98b-4007-85bc-afeb47e9a369,207.242.193.154,Middletown,40.39595,-74.13534,North America,"Washington, D.C.","Washington, D.C.",N/A,"AT&T Services, Inc."
15beef74-74c2-4ded-b54f-e6ff738be6cc,194.73.203.5,London,51.61346,-0.06394,Europe,London,London,N/A,British Telecommunications PLC
6dc32c5e-70cf-461f-9a5b-1a39e9946da3,176.38.180.1,Kyiv,50.45000,30.52300,Europe,Kyiv,Kyiv,N/A,Lanet Network Ltd
b5ab3af2-16fa-4787-8f08-9a65c1cd5d22,215.17.141.189,Columbus,39.97883,-82.89573,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
b3211fb8-895a-4969-b1bc-21caad32e342,209.71.229.27,Toronto,43.64869,-79.38544,North America,Ottawa,Ottawa,N/A,Bell Canada
99081253-a4e9-4377-95ff-d6fe4a1e4240,70.152.184.52,Amsterdam,52.37018,4.87324,Europe,Amsterdam,Amsterdam,N/A,Microsoft Corporation
4f6a4f4b-d74e-4f70-8a4f-64a03e845031,48.9.64.136,Newark,40.73694,-74.17220,North America,"Washington, D.C.","Washington, D.C.",N/A,The Prudential Insurance Company of America
1132d2b7-2c66-4460-ac58-4ec5ff06770a,196.191.204.0,Wereda 02,9.02740,38.75152,Africa,Addis Ababa,Addis Ababa,N/A,ISP in Ethiopia
534e8ba2-23d4-4ccd-9ea8-f7ce5abad56f,143.87.251.164,Columbus,39.97883,-82.89573,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
e1e76369-fb8e-46a3-8227-970f42163615,151.227.92.116,London,51.52429,-0.07145,Europe,London,London,N/A,Sky UK Limited
c90de3ec-7b9e-437e-be1c-1c1891e96e24,139.38.174.207,Columbus,39.97883,-82.89573,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
dbf4ed37-ddc5-4e4c-8f52-7619bbc9c784,139.220.5.33,Chongqing,29.53316,106.50496,Asia,Beijing,Beijing,N/A,Pacnet Business Solutions LTD
aed3016c-22ff-4fe8-87e9-b678d6611426,175.192.18.247,Seongnam-si,37.35875,127.11492,Asia,Seoul,Seoul,N/A,Korea Telecom
12d7ce1c-47a9-4ba9-a1a0-f4657cb1dc60,165.174.30.100,St Louis,38.64892,-90.33530,North America,"Washington, D.C.","Washington, D.C.",N/A,Centene Corporation
14d70e22-e2e0-4310-b26f-79d986a02043,202.168.177.122,Foshan,23.02877,113.14299,Asia,Beijing,Beijing,N/A,China Unicom IP network China169 Guangdong province
904dddd4-370e-4c1b-915b-e0258b8b8db7,83.7.101.251,Warszawa,52.22744,21.00902,Europe,Warsaw,Warsaw,N/A,Orange Polska Spolka Akcyjna
e6ecd034-9e05-4fda-826c-ff3cdc96f61b,173.108.130.114,Kansas City,39.10344,-94.58311,North America,"Washington, D.C.","Washington, D.C.",N/A,"T Mobile USA, Inc."
903bcd29-fd38-43eb-983d-d619d2494819,62.97.25.175,Verona,45.40535,10.97356,Europe,Rome,Rome,N/A,Banco BPM S.P.A
e1d88f43-3746-4b05-a554-ddddb299275c,179.210.87.104,Sao Paulo,-23.56287,-46.65468,South America,Brasilia,Brasilia,N/A,Claro NXT Telecomunicacoes Ltda
911ccc18-ef19-45c6-ac99-2282d4f5399d,151.228.133.149,London,51.52429,-0.07145,Europe,London,London,N/A,Sky UK Limited
93932bb9-0b2c-401e-8f2e-6e2f5b08d402,202.144.127.24,Chennai,12.98963,80.24888,Asia,New Delhi,New Delhi,N/A,Sify Limited
bf8b7646-fb91-4d9a-b955-a38e9d9af1d5,135.104.192.23,Long Hill Twp,40.67163,-74.46584,North America,"Washington, D.C.","Washington, D.C.",N/A,Nokia of America Corporation
718b0f7d-67b0-4b76-bc14-ea80bb5456c0,204.86.140.181,Bengaluru,12.98344,77.69363,Asia,New Delhi,New Delhi,N/A,Wells Fargo India Solutions Pvt Ltd
8b55c314-b844-4642-942a-b451f0bf6522,68.99.102.238,Norfolk,36.85077,-76.28587,North America,"Washington, D.C.","Washington, D.C.",N/A,Cox Communications Inc.
e8850a59-217a-4174-8a48-e300f6325ea9,216.108.41.158,Yellowknife,62.45397,-114.37179,North America,Ottawa,Ottawa,N/A,Government of the Northwest Territories
4c5bf141-24ce-4ecd-9980-f64c8eb7251c,216.214.250.248,Little Rock,34.78923,-92.39874,North America,"Washington, D.C.","Washington, D.C.",N/A,Windstream Communications LLC
56b6a803-1d50-4b63-8bbc-d815c5f075ad,175.135.69.122,Chiyoda City,35.69156,139.76755,Asia,Tokyo,Tokyo,N/A,KDDI CORPORATION
e5638cee-7a45-4263-8d41-8b8774ded386,166.245.129.52,Plymouth Township,40.10233,-75.27435,North America,"Washington, D.C.","Washington, D.C.",N/A,Wireless Data Service Provider Corporation
c3dcda16-0bee-4560-97a0-3245ad16646c,74.18.136.103,Mt Laurel,39.96657,-74.90327,North America,"Washington, D.C.","Washington, D.C.",N/A,"Comcast Cable Communications, LLC"
56647f9e-3aff-42cc-a31a-946fb638cdd7,169.193.113.232,Warren,40.64328,-74.52408,North America,"Washington, D.C.","Washington, D.C.",N/A,Citigroup Inc.
59a24a3b-e924-41e3-9353-0c7e2662602d,194.186.46.109,Moscow,55.75696,37.61502,Europe,Moscow,Moscow,N/A,"PJSC ""Vimpelcom"""
427e0b14-b5b0-41ba-9830-ca5d9ebdbfe4,62.89.209.31,Dushanbe,38.56792,68.77152,Asia,Dushanbe,Dushanbe,N/A,Closed Joint Stock Company TT mobile
0ad806e0-6049-489e-a80c-bc2e41c03008,166.221.98.199,Doylestown,40.31011,-75.12989,North America,"Washington, D.C.","Washington, D.C.",N/A,Wireless Data Service Provider Corporation
0e339a7c-a47d-4706-b900-6b3fae54cf9b,213.76.80.169,Warszawa,52.22744,21.00902,Europe,Warsaw,Warsaw,N/A,Orange Polska Spolka Akcyjna
29c3ed90-a2c5-4a1f-aff9-2431b470b182,6.193.145.232,Fort Huachuca,31.55514,-110.34628,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
b6baa136-00be-4474-a95d-b27344d97921,41.204.152.90,Dodoma,-6.17351,35.74689,Africa,Dodoma,Dodoma,N/A,MIC TANZANIA LTD
35fdf6f5-40b5-4403-9c36-142750cce21c,71.65.167.174,Durham,35.96571,-78.80428,North America,"Washington, D.C.","Washington, D.C.",N/A,Charter Communications Inc
c5912ce7-7f9b-4e36-a1f1-c9913727af9e,208.249.44.163,Ashburn,39.01121,-77.47120,North America,"Washington, D.C.","Washington, D.C.",N/A,Verizon Business
7de14cf3-956d-4ea6-9123-6dca6ee430a6,222.168.22.101,Changchun,43.88684,125.32450,Asia,Beijing,Beijing,N/A,CHINANET-BACKBONE
012ca175-fd01-4352-8108-e5f20928bc02,150.148.111.33,Silver Spring,39.03383,-76.98615,North America,"Washington, D.C.","Washington, D.C.",N/A,United States Food and Drug Administration
f14eb969-cfbf-4819-a7b6-74009720db63,214.53.229.2,Columbus,39.97883,-82.89573,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
daef3434-f346-493e-8ac3-51d82f4d7c6f,83.94.178.5,Tranbjerg J,56.10788,10.13945,Europe,Copenhagen,Copenhagen,N/A,TDC Holding A/S
7cfc6c2e-5547-4c88-b55e-28d8688d51c7,159.159.159.154,Houston,29.76078,-95.36952,North America,"Washington, D.C.","Washington, D.C.",N/A,"Shell Information Technology International, Inc."
def5552a-7158-44be-94fd-69698fd5cde0,150.49.182.119,Chiyoda City,35.69156,139.76755,Asia,Tokyo,Tokyo,N/A,"Chubu Telecommunications Company, Inc."
6493f606-4267-43e0-aee7-a130ecaa21b1,98.199.253.150,Channelview,29.77606,-95.11465,North America,"Washington, D.C.","Washington, D.C.",N/A,"Comcast Cable Communications, LLC"
f8bff28e-8cd4-4c79-927d-f4006ffbeb46,34.132.102.8,Council Bluffs,41.25818,-95.85110,North America,"Washington, D.C.","Washington, D.C.",N/A,Google LLC
cae87cab-acf3-4618-8950-3492f6d02d76,131.153.197.5,Ashburn,39.05232,-77.48270,North America,"Washington, D.C.","Washington, D.C.",N/A,SECURED SERVERS LLC
2dbf003b-12d3-4ff8-8a14-5d035d58e0cb,214.216.84.72,Columbus,39.97883,-82.89573,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
81e033aa-7cde-408d-95d8-58450e10676a,129.2.52.156,College Park,38.98074,-76.93725,North America,"Washington, D.C.","Washington, D.C.",N/A,University of Maryland
035e9a83-3069-4493-82b8-f48d641f8bae,190.249.190.176,Medellin,6.24589,-75.57457,South America,Bogota,Bogota,N/A,EPM Telecomunicaciones S.A. E.S.P.
ddcdaa72-f1a6-438e-bc46-e23d0e3cc47d,153.40.252.215,New York,40.75854,-73.96846,North America,"Washington, D.C.","Washington, D.C.",N/A,Citibank N.A.
1aed4756-7a37-431d-9b2e-0d03fc1a1484,91.240.206.215,Oslo,59.93540,10.88564,Europe,Oslo,Oslo,N/A,Pexip AS
a268e99c-f5c2-47d4-b76e-42db89fbd0bd,176.230.156.153,Rosh Ha'Ayin,32.10736,34.96604,Asia,Jerusalem,Jerusalem,N/A,Partner Communications Ltd.
e06fa301-7e7b-4bb0-98fa-638568e7e596,44.235.98.13,Salem,44.93326,-123.04381,North America,"Washington, D.C.","Washington, D.C.",N/A,"Amazon.com, Inc."
0cd3726f-8647-4cf7-954c-e8d5af3b84f4,69.139.58.147,Naples,26.14204,-81.79481,North America,"Washington, D.C.","Washington, D.C.",N/A,"Comcast Cable Communications, LLC"
661b5b6d-bb63-433d-86e1-6081b4d169db,186.117.227.105,"Bogota, D.C.",4.61496,-74.06941,South America,Bogota,Bogota,N/A,
7fc1cc4a-bcab-4576-9891-3a87322c8f8c,172.42.42.153,Bellevue,47.57660,-122.16709,North America,"Washington, D.C.","Washington, D.C.",N/A,"T-Mobile USA, Inc."
10cf78e4-b87b-4bea-ab7d-9358a3a536ac,74.82.218.155,Los Angeles,34.04236,-118.25224,North America,"Washington, D.C.","Washington, D.C.",N/A,IT7 Networks Inc
2080aa6d-5211-4c3a-a91c-6756acc5af32,68.164.249.255,McLean,38.93681,-77.18493,North America,"Washington, D.C.","Washington, D.C.",N/A,GTT Communications Inc.
a081d730-e548-4321-8fc2-87654c5e459d,193.174.107.208,Hanover,52.33849,9.83448,Europe,Berlin,Berlin,N/A,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
da5d7031-23f6-4fc3-817c-89a649d60ef0,214.54.153.23,Columbus,39.97883,-82.89573,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
495a61c9-9417-457f-98fc-ca179fedc8ec,142.111.76.81,Orem,40.29690,-111.69465,North America,"Washington, D.C.","Washington, D.C.",N/A,EGIHosting
a35ee8f7-bed0-4198-8228-df91f522b965,182.40.156.216,Qingdao,36.30735,120.39621,Asia,Beijing,Beijing,N/A,"Jinan,250000"
0e2b6a27-b0e0-4417-8282-ddc58aa5b195,218.20.48.190,Guangzhou,23.15787,113.27307,Asia,Beijing,Beijing,N/A,CHINANET-BACKBONE
0753f99b-c1d4-47a4-be9f-9a05a4758a1b,129.193.15.213,Redondo Beach,33.89129,-118.37844,North America,"Washington, D.C.","Washington, D.C.",N/A,TRW Space and Defense Sector
9bfed86f-a990-401a-92a8-144ca77592be,213.151.151.176,Sandvika,59.89767,10.62742,Europe,Oslo,Oslo,N/A,GLOBALCONNECT AS
40f3f5b0-660b-4013-83e2-dce00e9b8767,170.62.200.66,Dundee Township,42.11857,-88.28782,North America,"Washington, D.C.","Washington, D.C.",N/A,POLYNT COMPOSITES USA INC.
0d9d9b80-9867-49ef-a62c-e4f167de9af4,188.222.86.47,London,51.52429,-0.07145,Europe,London,London,N/A,Sky UK Limited
1167598f-ac4f-4072-a666-dd6347baedc7,82.51.36.92,Rome,41.95967,12.46035,Europe,Rome,Rome,N/A,Telecom Italia S.p.A.
bfd4fbe7-7217-4a6c-82f7-3be7b4b727bc,217.82.50.163,Darmstadt,49.86571,8.62604,Europe,Berlin,Berlin,N/A,Deutsche Telekom AG
57ec3593-72b2-4fe6-8f5a-3fe1bf026421,156.230.243.128,Hong Kong,22.27830,114.16039,Asia,Hong Kong,Hong Kong,N/A,Africa on Cloud
9f58878d-712d-4109-bbc1-314e4a418e70,134.192.83.130,Baltimore,39.28706,-76.62410,North America,"Washington, D.C.","Washington, D.C.",N/A,"University of Maryland, Baltimore"
b081c522-faa9-4b8f-8c25-9bcb75e52ff2,200.45.88.229,Buenos Aires City,-34.60849,-58.37344,South America,Buenos Aires,Buenos Aires,N/A,
8874df65-1396-4edd-bc65-76eb46e753a2,22.194.233.145,Columbus,39.97883,-82.89573,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
13c018b8-97ad-4e1b-8fc4-d899e3c6a8b1,71.87.152.53,Biltmore Forest,35.56714,-82.54376,North America,"Washington, D.C.","Washington, D.C.",N/A,Charter Communications
7854d461-e849-4355-9f1d-01183d2c202f,220.85.235.224,Seongnam-si,37.35875,127.11492,Asia,Seoul,Seoul,N/A,Korea Telecom
9c1b890b-5311-45c7-8a7f-fb8a163cbd4d,196.239.173.166,Tunis,36.80001,10.18270,Africa,Tunis,Tunis,N/A,Orange Tunisie
3de2f9f4-2afd-4b60-a35b-fa7696256398,148.4.89.123,Brookville,40.80900,-73.61460,North America,"Washington, D.C.","Washington, D.C.",N/A,Long Island University
5faaf20a-80d8-4ffa-8b0d-296e1444549a,169.172.126.106,Warren,40.64328,-74.52408,North America,"Washington, D.C.","Washington, D.C.",N/A,Citigroup Inc.
a9e4ec43-0b70-4c37-8a35-d178caf3885d,131.10.217.127,Montgomery,32.40286,-86.24044,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
900eb887-5a3a-4f4c-a60f-d6f05f426c04,108.219.71.79,Redmond,47.66930,-122.12180,North America,"Washington, D.C.","Washington, D.C.",N/A,"AT&T Services, Inc."
bf82fbbb-be95-429c-a981-f91ed5fb5fb8,12.5.54.232,Middletown,40.39595,-74.13534,North America,"Washington, D.C.","Washington, D.C.",N/A,"AT&T Services, Inc."
ed68f493-2e5b-4b5b-9aa4-469b1e6b2c0d,101.36.179.128,Beijing,39.90499,116.40529,Asia,Beijing,Beijing,N/A,China TieTong Telecommunications Corporation
5cb07ffd-e896-4bb9-9e41-225fc11de470,198.43.95.29,Austin,30.26759,-97.74299,North America,"Washington, D.C.","Washington, D.C.",N/A,Exxon Mobil Corporation
4c16b051-4dfc-4f04-98b7-3e75a0c31c96,174.105.164.240,Mount Vernon,40.39323,-82.48544,North America,"Washington, D.C.","Washington, D.C.",N/A,Charter Communications Inc
a236e6e3-86c3-46c8-a5e0-9b1cb49d3849,197.102.108.128,Bryanston,-26.04008,28.02683,Africa,Pretoria,Pretoria,N/A,Dimension Data
4e674d90-29b2-42c4-96d5-33900cb0fa55,209.39.52.213,Redmond,47.67332,-122.12927,North America,"Washington, D.C.","Washington, D.C.",N/A,"NTT America, Inc."
67106d20-8297-4a77-86fe-735e3e5af1bc,201.156.23.147,Monterrey,25.67093,-100.30999,North America,Mexico City,Mexico City,N/A,"Axtel, S.A.B. de C.V."
35491e6c-f70d-493b-af01-59a0442e6378,42.180.37.20,Tieling,42.78428,124.11206,Asia,Beijing,Beijing,N/A,CHINA UNICOM China169 Backbone
4f26d535-ad9c-40cd-85e0-b94afaf0c996,204.220.100.226,Chicago,41.87955,-87.64174,North America,"Washington, D.C.","Washington, D.C.",N/A,"Inteliquent, inc."
ded6293c-77bc-41c6-8ac6-5ef9231be907,184.138.44.190,Redmond,47.66930,-122.12180,North America,"Washington, D.C.","Washington, D.C.",N/A,AT&T Mobility LLC
0c17a219-9daf-4378-87c4-3b4c86fda7a9,197.155.218.130,Abidjan,5.30122,-3.98363,Africa,Yamoussoukro,Yamoussoukro,N/A,MTN COTE D'IVOIRE S.A
6fc7d18c-ef76-4e5f-bf81-ffe02c7fcddb,222.72.121.116,Shanghai,31.37473,121.26550,Asia,Beijing,Beijing,N/A,China Telecom (Group)
786c1b3c-591c-41c1-84fc-cbc41a39d742,207.178.156.127,Agoura Hills,34.14530,-118.77710,North America,"Washington, D.C.","Washington, D.C.",N/A,"Key Information Systems, Inc."
96572129-aeaf-4b0a-b4fa-175914194a1f,112.208.30.64,Mandaluyong,14.57482,121.04258,Asia,Manila,Manila,N/A,Philippine Long Distance Telephone Co.
41cc3d47-5679-4564-b559-1db5f92edf72,87.19.61.153,Rome,41.95967,12.46035,Europe,Rome,Rome,N/A,Telecom Italia S.p.A.
08ccf44b-8892-4ae7-9c58-289fbb208e52,155.160.2.66,Chiyoda City,35.69156,139.76755,Asia,Tokyo,Tokyo,N/A,JFE Systems
4a66dcca-d157-4284-9957-03f2bbb6a6fe,100.29.134.97,North,37.45243,-76.41686,North America,"Washington, D.C.","Washington, D.C.",N/A,"Amazon.com, Inc."
e3d744d1-1113-4404-9138-cd569236826e,222.33.102.244,Anshan,41.11063,122.99563,Asia,Beijing,Beijing,N/A,China TieTong Telecommunications Corporation
cc8a10c5-31f4-4930-a2fe-1f18980f26f7,151.227.253.10,London,51.52429,-0.07145,Europe,London,London,N/A,Sky UK Limited
545eee17-0f30-41c7-8021-73c042c185f5,201.113.79.144,Tlalpan,19.28843,-99.16667,North America,Mexico City,Mexico City,N/A,
887b1392-a840-4003-8f59-ad10c29ac629,51.149.4.35,London,51.60999,-0.24436,Europe,London,London,N/A,dwp.gov.uk
c5ddb399-4ca6-47e4-8fdd-9e5f29f6518c,197.153.191.65,Casablanca,33.52482,-7.65049,Africa,Rabat,Rabat,N/A,MEDITELECOM
1f453e02-ee4d-4d87-8199-f54c65d74fdf,139.106.5.237,Fornebu,59.90009,10.62702,Europe,Oslo,Oslo,N/A,TIETOEVRY NORWAY AS
6976372b-23ab-481c-9538-213d89c9cddc,78.210.32.111,Milan,45.47897,9.16516,Europe,Rome,Rome,N/A,SCALEWAY S.A.S.
4796fa81-fb10-4e6b-9e6e-0f70579328fe,205.231.217.113,Lakeville,41.96525,-73.43983,North America,"Washington, D.C.","Washington, D.C.",N/A,Verizon Business
9d196bab-8493-40e6-8db0-484c771d7acd,98.61.178.115,Saint Louis Park,44.94830,-93.34801,North America,"Washington, D.C.","Washington, D.C.",N/A,"Comcast Cable Communications, LLC"
dbe1259f-2d6c-4402-adb5-d939c233ff81,203.138.209.42,Chiyoda City,35.69156,139.76755,Asia,Tokyo,Tokyo,N/A,"NTT PC Communications, Inc."
194f7810-2b72-4414-ae09-41a24635e2ee,31.206.14.167,Ankara,39.93336,32.85974,Asia,Ankara,Ankara,N/A,Vodafone Net Iletisim Hizmetler AS
d464f92e-a827-42f3-a1d7-dcce34720eab,200.177.137.200,Sao Paulo,-23.56287,-46.65468,South America,Brasilia,Brasilia,N/A,TELEFï¿½NICA BRASIL S.A
7c86e434-dd25-4794-8049-b11501847184,211.130.168.52,Chiyoda City,35.69156,139.76755,Asia,Tokyo,Tokyo,N/A,NTT Communications Corporation
889e8f15-113c-4196-a62f-8f501cd340d0,204.1.108.79,Redmond,47.67332,-122.12927,North America,"Washington, D.C.","Washington, D.C.",N/A,Akamai
31bcfaa0-9134-4d75-8e72-32bb8511cf90,220.184.32.157,Hangzhou,30.31968,120.14209,Asia,Beijing,Beijing,N/A,CHINANET-BACKBONE
2adb20ad-2733-44ce-b8f8-8a4561b5bfee,162.113.177.59,Charlotte,35.22286,-80.83796,North America,"Washington, D.C.","Washington, D.C.",N/A,"Duke Energy Carolinas, LLC"
ae682ccf-757a-475b-8fb6-36fe5ae429d5,30.106.195.25,Columbus,39.97883,-82.89573,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
b68e590f-da7c-4f61-b75d-f8be671997eb,17.135.107.122,Cupertino,37.32268,-122.03005,North America,"Washington, D.C.","Washington, D.C.",N/A,Apple Inc.
5709a8df-0925-4b77-9707-ee31c5731e80,49.112.44.99,Hami,42.83325,93.51316,Asia,Beijing,Beijing,N/A,CHINANET-BACKBONE
5525d734-de22-476e-8a40-33a70e961717,143.74.94.141,Fort Huachuca,31.55514,-110.34628,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
c52a8b9f-35f1-406a-80a1-79f6c34fde24,191.64.63.137,"Bogota, D.C.",4.61496,-74.06941,South America,Bogota,Bogota,N/A,COMUNICACION CELULAR S.A. COMCEL S.A.
a2263e63-c934-4d7d-9778-6ed6bd7e3043,95.6.223.48,Ankara,39.95971,32.86969,Asia,Ankara,Ankara,N/A,Turk Telekomunikasyon Anonim Sirketi
1dd850ad-b762-4a8e-9120-9be2b8260cbf,205.33.159.247,Columbus,39.97883,-82.89573,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
36127bc9-54d7-453a-beb9-565450d839cd,30.115.86.12,Columbus,39.97883,-82.89573,North America,"Washington, D.C.","Washington, D.C.",N/A,DoD Network Information Center
2f8ca263-e585-4b3d-a5a7-cc202e0a6654,138.219.218.53,Campo Grande,-27.20827,-54.97945,South America,Buenos Aires,Buenos Aires,N/A,Jose Luis Zurakouski (MIX SERVICIOS & COMUNICACIONES)
16a0829f-83f5-45b7-bdc8-ddf9887bb4d3,216.210.201.128,Reno,39.48317,-119.85449,North America,"Washington, D.C.","Washington, D.C.",N/A,"Allstream Business US, LLC"
5d696927-17e0-430f-bd74-73408fd0ed24,216.34.240.161,Irvine,33.66677,-117.75817,North America,"Washington, D.C.","Washington, D.C.",N/A,"CenturyLink Communications, LLC"
eff552cb-3504-44ab-a6a0-117dc430f775,147.41.13.226,Hobart,-42.88242,147.32410,Oceania,Canberra,Canberra,N/A,Telstra Limited
f34c5d02-4860-4e68-b272-bcf63c77786c,196.194.64.26,Quatre Bornes,-20.24304,57.49631,Africa,Port Louis,Port Louis,N/A,African Network Information Center AfriNIC Ltd.
43232d4e-a5a0-41bf-a2ff-eaaf386f1f17,159.184.77.87,Charlotte,35.22701,-80.84207,North America,"Washington, D.C.","Washington, D.C.",N/A,"Bank of America, National Association"
c3707c0f-08c2-4d15-8ce2-491c73fc6f64,171.82.195.20,Wuhan,30.58436,114.29857,Asia,Beijing,Beijing,N/A,CHINANET-BACKBONE
4b24b390-81a6-4c81-b872-1e0294214eb7,176.38.192.198,Kyiv,50.45000,30.52300,Europe,Kyiv,Kyiv,N/A,Lanet Network Ltd
daf6572c-5d7b-42dc-a65e-4b90f6b83378,72.80.212.166,New York,40.71455,-74.00714,North America,"Washington, D.C.","Washington, D.C.",N/A,Verizon Business
da16ef22-3b05-4e38-991e-d69ff38db3b6,207.16.132.35,Ashburn,39.01121,-77.47120,North America,"Washington, D.C.","Washington, D.C.",N/A,Verizon Business
3cb53c07-96d9-49c6-aef1-2b690db99701,112.47.214.170,Quanzhou,25.03059,118.79687,Asia,Beijing,Beijing,N/A,China Mobile
0658ee4c-2eb2-47d1-85de-5ab324664c9b,101.138.7.46,Taipei City,25.05711,121.61430,Asia,Taipei,Taipei,N/A,Ambit Microsystem Corporation
f781a551-2a7d-4635-a157-00cc6a72735d,216.172.202.169,Walnut,33.99997,-117.85427,North America,"Washington, D.C.","Washington, D.C.",N/A,Walnut Valley Unified School District
88b48e41-2853-4980-a45b-5094e007138d,155.58.0.232,New Orleans,29.95722,-90.08308,North America,"Washington, D.C.","Washington, D.C.",N/A,Louisiana State University Health Sciences Center
